"Seq ID","Seq Description","GO ID","HUBGENE"
"ppt_86517","A0A097HUN4tr=MYB family protein  Jatropha curcas (Barbados nut)","GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_86520","A4GZI2tr=Transcription factor DcMYB3-1  Daucus carota (Wild carrot)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_86521","A0A061GKT7tr=Myb domain protein 4, putative  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_86522","A0A061GKT7tr=Myb domain protein 4, putative  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_86523","A0A167V901tr=Transcription factor MYB30  Picea abies (Norway spruce) (Picea excelsa)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_86524","A0A167V901tr=Transcription factor MYB30  Picea abies (Norway spruce) (Picea excelsa)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_86525","A0A0B2PK12tr=Transcription factor MYB12  Glycine soja (Wild soybean)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_86526","A0A0B2PK12tr=Transcription factor MYB12  Glycine soja (Wild soybean)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_86528","A0A023R7V7tr=NFYA2  Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0016602","NO-H"
"ppt_86529","A0A023R7V7tr=NFYA2  Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0016602","NO-H"
"ppt_86530","A0A023R7V7tr=NFYA2  Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0016602","NO-H"
"ppt_86531","A0A023R7V7tr=NFYA2  Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0016602","NO-H"
"ppt_86532","A0A023R7V7tr=NFYA2  Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0016602","NO-H"
"ppt_86533","A0A023R7V7tr=NFYA2  Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0016602","NO-H"
"ppt_86534","A0A023R7V7tr=NFYA2  Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0016602","NO-H"
"ppt_86535","A0A023R7V7tr=NFYA2  Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0016602","NO-H"
"ppt_86536","A0A023R7V7tr=NFYA2  Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0016602","NO-H"
"ppt_86537","A0A023R7V7tr=NFYA2  Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0016602","NO-H"
"ppt_86538","A0A023R7V7tr=NFYA2  Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0016602","NO-H"
"ppt_86539","A0A023R7V7tr=NFYA2  Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0016602","NO-H"
"ppt_86540","A0A023R7V7tr=NFYA2  Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0016602","NO-H"
"ppt_86541","A0A0K0M740tr=NF-YA7  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0006355, GO:0003677, GO:0003700, GO:0016602","NO-H"
"ppt_86542","A0A0K0M740tr=NF-YA7  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0006355, GO:0003677, GO:0003700, GO:0016602","NO-H"
"ppt_86543","A0A0K0M740tr=NF-YA7  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0006355, GO:0003677, GO:0003700, GO:0016602","NO-H"
"ppt_86544","A0A0K0M740tr=NF-YA7  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0006355, GO:0003677, GO:0003700, GO:0016602","NO-H"
"ppt_86545","A0A0K0M740tr=NF-YA7  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0006355, GO:0003677, GO:0003700, GO:0016602","NO-H"
"ppt_86546","A0A0K0M740tr=NF-YA7  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0006355, GO:0003677, GO:0003700, GO:0016602","NO-H"
"ppt_86547","A0A0K0M740tr=NF-YA7  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0006355, GO:0003677, GO:0003700, GO:0016602","NO-H"
"ppt_86548","A0A0K0M740tr=NF-YA7  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0006355, GO:0003677, GO:0003700, GO:0016602","NO-H"
"ppt_86824","A5JYF5tr=R2R3-MYB transcription factor MYB11  Picea glauca (White spruce) (Pinus glauca)","GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_86825","A5JYF5tr=R2R3-MYB transcription factor MYB11  Picea glauca (White spruce) (Pinus glauca)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_86857","A0A0C9S5I4tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_19123_2614 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0080142, GO:0003700, GO:0005516, GO:0043565, GO:0005634","NO-H"
"ppt_86858","A0A0C9S5I4tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_19123_2614 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0080142, GO:0003700, GO:0005516, GO:0043565, GO:0005634","NO-H"
"ppt_86859","A0A0C9S5I4tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_19123_2614 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0080142, GO:0003700, GO:0005516, GO:0043565, GO:0005634","NO-H"
"ppt_87866","A0A171PZK2tr=WRI2  Larix gmelinii var. olgensis x Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_87867","A0A171PZK2tr=WRI2  Larix gmelinii var. olgensis x Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_87868","A0A171PZK2tr=WRI2  Larix gmelinii var. olgensis x Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_87869","A0A171PZK2tr=WRI2  Larix gmelinii var. olgensis x Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_87870","A0A171PZK2tr=WRI2  Larix gmelinii var. olgensis x Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_87871","A0A171PZK2tr=WRI2  Larix gmelinii var. olgensis x Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_87872","A0A1D1YFZ3tr=Ethylene-responsive transcription factor WRI1  Anthurium amnicola","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_87873","A0A171PZK2tr=WRI2  Larix gmelinii var. olgensis x Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_87874","A0A171PZK2tr=WRI2  Larix gmelinii var. olgensis x Larix kaempferi","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_88024","A0A0M0K004tr=Nfx1-type zinc finger-containing protein 1  Chrysochromulina sp. CCMP291","GO:0006355, GO:0003700, GO:0003950, GO:0008270, GO:0046872, GO:0005634","NO-H"
"ppt_88026","D8QVI4tr=Putative uncharacterized protein  Selaginella moellendorffii (Spikemoss)","GO:0006355, GO:0003700, GO:0008270, GO:0046872, GO:0005634","NO-H"
"ppt_88027","A0A0M0JZW4tr=Nfx1-type zinc finger-containing protein 1  Chrysochromulina sp. CCMP291","GO:0006355, GO:0003677, GO:0003700, GO:0003950, GO:0008270, GO:0046872, GO:0005634","NO-H"
"ppt_88271","A0A0R6IKJ1tr=MADS-box transcription factor  Pinus radiata (Monterey pine) (Pinus insignis)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_88272","A0A0R6IKJ1tr=MADS-box transcription factor  Pinus radiata (Monterey pine) (Pinus insignis)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_88273","A0A0K0M731tr=MADS5  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_88274","A0A0R6IKJ1tr=MADS-box transcription factor  Pinus radiata (Monterey pine) (Pinus insignis)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_88275","A0A0K0M731tr=MADS5  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_88276","A0A0R6IKJ1tr=MADS-box transcription factor  Pinus radiata (Monterey pine) (Pinus insignis)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_88277","A0A0K0M731tr=MADS5  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_88278","A0A0R6IS23tr=MADS-box transcription factor  Pinus radiata (Monterey pine) (Pinus insignis)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_88279","A0A0K0M731tr=MADS5  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_88280","A0A0R6IS23tr=MADS-box transcription factor  Pinus radiata (Monterey pine) (Pinus insignis)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_88281","A0A0R6IKJ1tr=MADS-box transcription factor  Pinus radiata (Monterey pine) (Pinus insignis)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_88282","A0A0K0M731tr=MADS5  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_88284","A0A0K0M731tr=MADS5  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_88285","A0A0K0M731tr=MADS5  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_88708","Q9LYD3sp=Dehydration-responsive element-binding protein 3 Arabidopsis thaliana (Mouse-ear cress)","GO:0009873, GO:0045893, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_88753","Q58FS3sp=Transcription factor RADIALIS Antirrhinum majus (Garden snapdragon)","GO:0006355, GO:0009908, GO:0048262, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_88754","Q58FS3sp=Transcription factor RADIALIS Antirrhinum majus (Garden snapdragon)","GO:0006355, GO:0009908, GO:0048262, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_88791","A9RQ18tr=Predicted protein  Physcomitrella patens subsp. patens (Moss)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_88792","A9RQ18tr=Predicted protein  Physcomitrella patens subsp. patens (Moss)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_89004","A0A0K0M722tr=MADS4  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_89005","A0A0K0M722tr=MADS4  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0006355, GO:0000976, GO:0003700, GO:0005515","NO-H"
"ppt_89009","A0A0K0M722tr=MADS4  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_89010","V5IKB1tr=MADS box protein MADS60  Gossypium hirsutum (Upland cotton) (Gossypium mexicanum)","GO:0006355, GO:0000976, GO:0003700, GO:0005515","NO-H"
"ppt_89011","A0A0K0M722tr=MADS4  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0006355, GO:0000976, GO:0003700, GO:0005515","NO-H"
"ppt_89013","A0A0K0M722tr=MADS4  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_89014","A0A0K0M722tr=MADS4  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_89255","A9T9J0tr=Predicted protein  Physcomitrella patens subsp. patens (Moss)","GO:0006355, GO:0010119, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_89256","A5JYF2tr=R2R3-MYB transcription factor MYB8  Picea glauca (White spruce) (Pinus glauca)","GO:0010119, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_89257","A5JYF2tr=R2R3-MYB transcription factor MYB8  Picea glauca (White spruce) (Pinus glauca)","GO:0006355, GO:0010119, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_89614","Q9LW49sp=Ethylene-responsive transcription factor 4 Nicotiana sylvestris (Wood tobacco) (South American tobacco)","GO:0006355, GO:0006952, GO:0009873, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_89615","Q9LW49sp=Ethylene-responsive transcription factor 4 Nicotiana sylvestris (Wood tobacco) (South American tobacco)","GO:0006355, GO:0006952, GO:0009873, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_89616","Q9LW49sp=Ethylene-responsive transcription factor 4 Nicotiana sylvestris (Wood tobacco) (South American tobacco)","GO:0006355, GO:0006952, GO:0009873, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_89713","Q9SXS8sp=Ethylene-responsive transcription factor 3 Nicotiana tabacum (Common tobacco)","GO:0006355, GO:0003677, GO:0003700, GO:0003899, GO:0032549, GO:0005634","NO-H"
"ppt_90068","Q9SJG4sp=AT-hook motif nuclear-localized protein 16  Arabidopsis thaliana (Mouse-ear cress)","GO:0009640, GO:0009647, GO:0010208, GO:0010228, GO:0010529, GO:0035067, GO:0045824, GO:0045892, GO:0048440, GO:0048653, GO:1900111, GO:1900425, GO:0003680, GO:0003700, GO:0031490, GO:0042826, GO:0043621, GO:0005654","NO-H"
"ppt_90101","B8LMR5tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","HUB"
"ppt_90102","B8LMR5tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","HUB"
"ppt_90103","B8LMR5tr=Putative uncharacterized protein  Picea sitchensis (Sitka spruce) (Pinus sitchensis)","GO:0006355, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_90322","A0A0C9RQE0tr=TSA: Wollemia nobilis Ref_Wollemi_Transcript_25375_1475 transcribed RNA sequence  Wollemia nobilis","GO:0006355, GO:0003700, GO:0003712, GO:0043565, GO:0005634","NO-H"
"ppt_90706","Q52MZ2tr=TGA10 transcription factor  Nicotiana tabacum (Common tobacco)","GO:0009733, GO:0009751, GO:0009753, GO:0045893, GO:0003700, GO:0005515, GO:0043565","NO-H"
"ppt_90707","Q52MZ2tr=TGA10 transcription factor  Nicotiana tabacum (Common tobacco)","GO:0009733, GO:0009751, GO:0009753, GO:0045893, GO:0003700, GO:0005515, GO:0043565","NO-H"
"ppt_90708","Q52MZ2tr=TGA10 transcription factor  Nicotiana tabacum (Common tobacco)","GO:0009733, GO:0009751, GO:0009753, GO:0045893, GO:0003700, GO:0005515, GO:0043565","NO-H"
"ppt_90709","Q52MZ2tr=TGA10 transcription factor  Nicotiana tabacum (Common tobacco)","GO:0009733, GO:0009751, GO:0009753, GO:0045893, GO:0003700, GO:0005515, GO:0043565","NO-H"
"ppt_91014","A0A0A7RIT8tr=SOC1  Picea abies (Norway spruce) (Picea excelsa)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_91015","A0A0K0M6Y8tr=DAL4  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_91016","Q40767tr=DAL3 protein  Picea abies (Norway spruce) (Picea excelsa)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_91017","A0A0K0M6Y8tr=DAL4  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_91018","A0A0K0M6Y8tr=DAL4  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_91019","A0A0K0M6W5tr=DAL9  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_91020","A0A0K0M6Y8tr=DAL4  Pinus tabuliformis (Chinese pine) (Pinus leucosperma)","GO:0045944, GO:0000977, GO:0003700, GO:0046983, GO:0005634","NO-H"
"ppt_91584","A0A097HUN4tr=MYB family protein  Jatropha curcas (Barbados nut)","GO:0006355, GO:0030154, GO:0000976, GO:0003677, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_91750","A5JYE9tr=R2R3-MYB transcription factor MYB5  Picea glauca (White spruce) (Pinus glauca)","GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_91751","A0A0C6WCK3tr=ScMYB4 protein  Saccharum hybrid cultivar Co 86032","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_91752","A0A097A2V4tr=MYB3  Lithospermum erythrorhizon (Purple gromwell) (Lithospermum officinale var. erythrorhizon)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_91753","A5JYF4tr=R2R3-MYB transcription factor MYB10  Picea glauca (White spruce) (Pinus glauca)","GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_91754","A0A151TJX7tr=Transcription factor MYB86  Cajanus cajan (Pigeon pea) (Cajanus indicus)","GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_91755","A5JYF5tr=R2R3-MYB transcription factor MYB11  Picea glauca (White spruce) (Pinus glauca)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_91756","A5JYE6tr=R2R3-MYB transcription factor MYB2  Picea glauca (White spruce) (Pinus glauca)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_91757","A5JYF5tr=R2R3-MYB transcription factor MYB11  Picea glauca (White spruce) (Pinus glauca)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_91759","A0A061EF18tr=Myb domain protein 106  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_91760","A0A061EF18tr=Myb domain protein 106  Theobroma cacao (Cacao) (Cocoa)","GO:0006355, GO:0030154, GO:0003700, GO:0043565, GO:0005634","NO-H"
"ppt_92122","Q8L467sp=Transcription factor bHLH104 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0010030, GO:0019760, GO:0071333, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_92123","Q8L467sp=Transcription factor bHLH104 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0010030, GO:0019760, GO:0071333, GO:0003700, GO:0005515, GO:0043565, GO:0005634, GO:0016020","NO-H"
"ppt_92124","Q8L467sp=Transcription factor bHLH104 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0010030, GO:0019760, GO:0071333, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_92125","Q8L467sp=Transcription factor bHLH104 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0010030, GO:0019760, GO:0071333, GO:0003700, GO:0005515, GO:0043565, GO:0005634, GO:0016020","NO-H"
"ppt_92126","Q8L467sp=Transcription factor bHLH104 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0010030, GO:0019760, GO:0071333, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_92127","Q8L467sp=Transcription factor bHLH104 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0010030, GO:0019760, GO:0071333, GO:0003700, GO:0005515, GO:0043565, GO:0005634, GO:0016020","NO-H"
"ppt_92128","Q8L467sp=Transcription factor bHLH104 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0010030, GO:0019760, GO:0071333, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_92129","Q8L467sp=Transcription factor bHLH104 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0010030, GO:0071333, GO:0003700, GO:0043565, GO:0046983, GO:0005634","NO-H"
"ppt_92130","Q8L467sp=Transcription factor bHLH104 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0010030, GO:0019760, GO:0071333, GO:0003700, GO:0043565, GO:0046983, GO:0005634, GO:0016020","NO-H"
"ppt_92131","Q8L467sp=Transcription factor bHLH104 Arabidopsis thaliana (Mouse-ear cress)","GO:0006355, GO:0010030, GO:0019760, GO:0071333, GO:0003700, GO:0005515, GO:0043565, GO:0005634","NO-H"
"ppt_92981","G7ICW5tr=D27 family protein, putative  Medicago truncatula (Barrel medic) (Medicago tribuloides)","GO:0006355, GO:0003677, GO:0003700, GO:0016853, GO:0005634","NO-H"
"ppt_93183","D8R9J3tr=Putative uncharacterized protein  Selaginella moellendorffii (Spikemoss)","GO:0006355, GO:0003700, GO:0008270, GO:0046872, GO:0005634, GO:0071203","NO-H"
"ppt_93184","D8R9J3tr=Putative uncharacterized protein  Selaginella moellendorffii (Spikemoss)","GO:0006355, GO:0003700, GO:0008270, GO:0046872, GO:0005634, GO:0071203","NO-H"
"ppt_93185","D8R9J3tr=Putative uncharacterized protein  Selaginella moellendorffii (Spikemoss)","GO:0006355, GO:0003700, GO:0008270, GO:0046872, GO:0005634, GO:0071203","NO-H"
"ppt_93186","D8R9J3tr=Putative uncharacterized protein  Selaginella moellendorffii (Spikemoss)","GO:0006355, GO:0003700, GO:0008270, GO:0046872, GO:0005634, GO:0071203","NO-H"
"ppt_93187","D8R9J3tr=Putative uncharacterized protein  Selaginella moellendorffii (Spikemoss)","GO:0006355, GO:0003700, GO:0008270, GO:0046872, GO:0005634, GO:0071203","NO-H"
"ppt_93404","B3U2B5tr=Abscisic acid insensitive  Cucumis sativus (Cucumber)","GO:0006355, GO:0007017, GO:0007049, GO:0009637, GO:0009902, GO:0010020, GO:0051301, GO:0003700, GO:0003924, GO:0005525, GO:0042802, GO:0043621, GO:0005874, GO:0009535, GO:0009570, GO:0032153","NO-H"
"ppt_93589","A0A0B0N686tr=Two-component response regulator-like APRR2  Gossypium arboreum (Tree cotton) (Gossypium nanking)","GO:0000160, GO:0045893, GO:0000976, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_93590","A0A0B0N686tr=Two-component response regulator-like APRR2  Gossypium arboreum (Tree cotton) (Gossypium nanking)","GO:0000160, GO:0045893, GO:0000976, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_93591","A0A1D1ZG39tr=Two-component response regulator-like APRR2  Anthurium amnicola","GO:0000160, GO:0045893, GO:0000976, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_93592","A0A1D1ZG39tr=Two-component response regulator-like APRR2  Anthurium amnicola","GO:0000160, GO:0045893, GO:0000976, GO:0003677, GO:0003700, GO:0005634","NO-H"
"ppt_93593","A0A0B0N686tr=Two-component response regulator-like APRR2  Gossypium arboreum (Tree cotton) (Gossypium nanking)","GO:0000160, GO:0045893, GO:0000976, GO:0003677, GO:0003700, GO:0005634","NO-H"
